F:\Training_Data\IMG\center_2021_01_07_23_45_57_684.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_57_684.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_57_684.jpg, -0.2590582, 1, 0, 15.36897
F:\Training_Data\IMG\center_2021_01_07_23_45_57_787.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_57_787.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_57_787.jpg, -0.4724245, 1, 0, 16.52331
F:\Training_Data\IMG\center_2021_01_07_23_45_57_897.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_57_897.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_57_897.jpg, -0.6392809, 1, 0, 17.62754
F:\Training_Data\IMG\center_2021_01_07_23_45_58_000.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_000.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_000.jpg, -0.3532697, 1, 0, 18.54946
F:\Training_Data\IMG\center_2021_01_07_23_45_58_106.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_106.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_106.jpg, -0.06674564, 1, 0, 19.70226
F:\Training_Data\IMG\center_2021_01_07_23_45_58_214.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_214.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_214.jpg, 0, 1, 0, 20.88041
F:\Training_Data\IMG\center_2021_01_07_23_45_58_319.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_319.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_319.jpg, 0, 1, 0, 21.82264
F:\Training_Data\IMG\center_2021_01_07_23_45_58_426.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_426.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_426.jpg, 0.028782, 1, 0, 22.84558
F:\Training_Data\IMG\center_2021_01_07_23_45_58_533.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_533.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_533.jpg, 0.4031819, 1, 0, 23.91376
F:\Training_Data\IMG\center_2021_01_07_23_45_58_638.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_638.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_638.jpg, 0.1121505, 1, 0, 24.85853
F:\Training_Data\IMG\center_2021_01_07_23_45_58_740.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_740.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_740.jpg, 0, 1, 0, 25.80779
F:\Training_Data\IMG\center_2021_01_07_23_45_58_848.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_848.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_848.jpg, -0.3240015, 1, 0, 26.86152
F:\Training_Data\IMG\center_2021_01_07_23_45_58_950.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_58_950.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_58_950.jpg, -0.6286872, 1, 0, 27.55703
F:\Training_Data\IMG\center_2021_01_07_23_45_59_052.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_052.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_052.jpg, -0.3241926, 1, 0, 28.41237
F:\Training_Data\IMG\center_2021_01_07_23_45_59_155.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_155.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_155.jpg, -0.03351633, 1, 0, 29.34104
F:\Training_Data\IMG\center_2021_01_07_23_45_59_263.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_263.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_263.jpg, -0.1041837, 1, 0, 30.18579
F:\Training_Data\IMG\center_2021_01_07_23_45_59_368.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_368.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_368.jpg, -0.04133849, 1, 0, 30.19098
F:\Training_Data\IMG\center_2021_01_07_23_45_59_485.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_485.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_485.jpg, 0, 1, 0, 30.19008
F:\Training_Data\IMG\center_2021_01_07_23_45_59_598.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_598.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_598.jpg, 0, 1, 0, 30.19027
F:\Training_Data\IMG\center_2021_01_07_23_45_59_708.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_708.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_708.jpg, 0, 1, 0, 30.19088
F:\Training_Data\IMG\center_2021_01_07_23_45_59_818.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_818.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_818.jpg, 0, 1, 0, 30.19032
F:\Training_Data\IMG\center_2021_01_07_23_45_59_926.jpg, F:\Training_Data\IMG\left_2021_01_07_23_45_59_926.jpg, F:\Training_Data\IMG\right_2021_01_07_23_45_59_926.jpg, 0, 1, 0, 30.19022
F:\Training_Data\IMG\center_2021_01_07_23_46_00_026.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_026.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_026.jpg, 0, 1, 0, 30.1903
F:\Training_Data\IMG\center_2021_01_07_23_46_00_136.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_136.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_136.jpg, 0, 1, 0, 30.19008
F:\Training_Data\IMG\center_2021_01_07_23_46_00_242.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_242.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_242.jpg, 0, 1, 0, 30.19012
F:\Training_Data\IMG\center_2021_01_07_23_46_00_350.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_350.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_350.jpg, 0, 1, 0, 30.19008
F:\Training_Data\IMG\center_2021_01_07_23_46_00_454.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_454.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_454.jpg, 0, 1, 0, 30.19007
F:\Training_Data\IMG\center_2021_01_07_23_46_00_558.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_558.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_558.jpg, 0, 1, 0, 30.19009
F:\Training_Data\IMG\center_2021_01_07_23_46_00_660.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_660.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_660.jpg, 0, 1, 0, 30.19067
F:\Training_Data\IMG\center_2021_01_07_23_46_00_767.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_767.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_767.jpg, -0.2925756, 1, 0, 30.16966
F:\Training_Data\IMG\center_2021_01_07_23_46_00_874.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_874.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_874.jpg, 0, 1, 0, 30.18974
F:\Training_Data\IMG\center_2021_01_07_23_46_00_984.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_00_984.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_00_984.jpg, 0, 1, 0, 30.19013
F:\Training_Data\IMG\center_2021_01_07_23_46_01_090.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_090.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_090.jpg, 0, 1, 0, 30.19029
F:\Training_Data\IMG\center_2021_01_07_23_46_01_194.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_194.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_194.jpg, 0, 1, 0, 30.19033
F:\Training_Data\IMG\center_2021_01_07_23_46_01_297.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_297.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_297.jpg, -0.1711683, 1, 0, 30.18232
F:\Training_Data\IMG\center_2021_01_07_23_46_01_406.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_406.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_406.jpg, -0.3613161, 1, 0, 30.16465
F:\Training_Data\IMG\center_2021_01_07_23_46_01_510.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_510.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_510.jpg, 0, 1, 0, 30.18842
F:\Training_Data\IMG\center_2021_01_07_23_46_01_613.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_613.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_613.jpg, 0, 1, 0, 30.18983
F:\Training_Data\IMG\center_2021_01_07_23_46_01_718.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_718.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_718.jpg, 0, 1, 0, 30.19072
F:\Training_Data\IMG\center_2021_01_07_23_46_01_825.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_825.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_825.jpg, 0, 1, 0, 30.19036
F:\Training_Data\IMG\center_2021_01_07_23_46_01_928.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_01_928.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_01_928.jpg, 0, 1, 0, 30.19031
F:\Training_Data\IMG\center_2021_01_07_23_46_02_034.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_034.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_034.jpg, 0, 1, 0, 30.19029
F:\Training_Data\IMG\center_2021_01_07_23_46_02_135.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_135.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_135.jpg, -0.3048975, 1, 0, 30.16616
F:\Training_Data\IMG\center_2021_01_07_23_46_02_245.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_245.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_245.jpg, -0.01004101, 1, 0, 30.18982
F:\Training_Data\IMG\center_2021_01_07_23_46_02_351.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_351.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_351.jpg, 0, 1, 0, 30.18873
F:\Training_Data\IMG\center_2021_01_07_23_46_02_459.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_459.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_459.jpg, 0, 1, 0, 30.19051
F:\Training_Data\IMG\center_2021_01_07_23_46_02_565.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_565.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_565.jpg, 0, 1, 0, 30.18905
F:\Training_Data\IMG\center_2021_01_07_23_46_02_668.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_668.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_668.jpg, -0.3087294, 1, 0, 30.16806
F:\Training_Data\IMG\center_2021_01_07_23_46_02_776.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_776.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_776.jpg, -0.2056203, 1, 0, 30.19042
F:\Training_Data\IMG\center_2021_01_07_23_46_02_882.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_882.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_882.jpg, 0, 1, 0, 30.18826
F:\Training_Data\IMG\center_2021_01_07_23_46_02_988.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_02_988.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_02_988.jpg, 0, 1, 0, 30.18998
F:\Training_Data\IMG\center_2021_01_07_23_46_03_095.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_095.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_095.jpg, 0, 1, 0, 30.19008
F:\Training_Data\IMG\center_2021_01_07_23_46_03_205.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_205.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_205.jpg, 0, 1, 0, 30.19006
F:\Training_Data\IMG\center_2021_01_07_23_46_03_306.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_306.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_306.jpg, 0, 1, 0, 30.18855
F:\Training_Data\IMG\center_2021_01_07_23_46_03_409.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_409.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_409.jpg, 0, 1, 0, 30.19046
F:\Training_Data\IMG\center_2021_01_07_23_46_03_514.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_514.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_514.jpg, 0, 1, 0, 30.18856
F:\Training_Data\IMG\center_2021_01_07_23_46_03_618.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_618.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_618.jpg, 0, 1, 0, 30.19074
F:\Training_Data\IMG\center_2021_01_07_23_46_03_722.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_722.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_722.jpg, -0.2797554, 1, 0, 30.17097
F:\Training_Data\IMG\center_2021_01_07_23_46_03_824.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_824.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_824.jpg, -0.3573915, 1, 0, 30.17636
F:\Training_Data\IMG\center_2021_01_07_23_46_03_933.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_03_933.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_03_933.jpg, 0, 1, 0, 30.18724
F:\Training_Data\IMG\center_2021_01_07_23_46_04_037.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_037.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_037.jpg, 0, 1, 0, 30.18948
F:\Training_Data\IMG\center_2021_01_07_23_46_04_137.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_137.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_137.jpg, 0, 1, 0, 30.18994
F:\Training_Data\IMG\center_2021_01_07_23_46_04_244.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_244.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_244.jpg, 0, 1, 0, 30.18995
F:\Training_Data\IMG\center_2021_01_07_23_46_04_349.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_349.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_349.jpg, 0, 1, 0, 30.19048
F:\Training_Data\IMG\center_2021_01_07_23_46_04_452.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_452.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_452.jpg, 0, 1, 0, 30.19025
F:\Training_Data\IMG\center_2021_01_07_23_46_04_558.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_558.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_558.jpg, 0, 1, 0, 30.19088
F:\Training_Data\IMG\center_2021_01_07_23_46_04_661.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_661.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_661.jpg, 0, 1, 0, 30.19046
F:\Training_Data\IMG\center_2021_01_07_23_46_04_767.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_767.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_767.jpg, 0, 1, 0, 30.19043
F:\Training_Data\IMG\center_2021_01_07_23_46_04_866.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_866.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_866.jpg, 0, 1, 0, 30.19045
F:\Training_Data\IMG\center_2021_01_07_23_46_04_969.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_04_969.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_04_969.jpg, 0, 1, 0, 30.19044
F:\Training_Data\IMG\center_2021_01_07_23_46_05_073.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_073.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_073.jpg, 0, 1, 0, 30.19042
F:\Training_Data\IMG\center_2021_01_07_23_46_05_179.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_179.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_179.jpg, 0, 1, 0, 30.19046
F:\Training_Data\IMG\center_2021_01_07_23_46_05_284.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_284.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_284.jpg, -0.2745843, 1, 0, 30.16982
F:\Training_Data\IMG\center_2021_01_07_23_46_05_391.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_391.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_391.jpg, -0.417267, 1, 0, 30.17266
F:\Training_Data\IMG\center_2021_01_07_23_46_05_493.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_493.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_493.jpg, -0.1124475, 1, 0, 30.19075
F:\Training_Data\IMG\center_2021_01_07_23_46_05_600.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_600.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_600.jpg, 0, 1, 0, 30.18908
F:\Training_Data\IMG\center_2021_01_07_23_46_05_706.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_706.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_706.jpg, 0, 1, 0, 30.19008
F:\Training_Data\IMG\center_2021_01_07_23_46_05_807.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_807.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_807.jpg, 0, 1, 0, 30.1901
F:\Training_Data\IMG\center_2021_01_07_23_46_05_912.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_05_912.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_05_912.jpg, 0, 1, 0, 30.19011
F:\Training_Data\IMG\center_2021_01_07_23_46_06_014.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_014.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_014.jpg, 0, 1, 0, 30.19014
F:\Training_Data\IMG\center_2021_01_07_23_46_06_118.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_118.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_118.jpg, 0, 1, 0, 30.19009
F:\Training_Data\IMG\center_2021_01_07_23_46_06_218.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_218.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_218.jpg, 0, 1, 0, 30.19009
F:\Training_Data\IMG\center_2021_01_07_23_46_06_325.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_325.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_325.jpg, 0, 1, 0, 30.1899
F:\Training_Data\IMG\center_2021_01_07_23_46_06_430.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_430.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_430.jpg, 0, 1, 0, 30.1905
F:\Training_Data\IMG\center_2021_01_07_23_46_06_530.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_530.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_530.jpg, 0, 1, 0, 30.18951
F:\Training_Data\IMG\center_2021_01_07_23_46_06_636.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_636.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_636.jpg, 0, 1, 0, 30.1907
F:\Training_Data\IMG\center_2021_01_07_23_46_06_748.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_748.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_748.jpg, 0, 1, 0, 30.19052
F:\Training_Data\IMG\center_2021_01_07_23_46_06_855.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_855.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_855.jpg, 0, 1, 0, 30.1905
F:\Training_Data\IMG\center_2021_01_07_23_46_06_961.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_06_961.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_06_961.jpg, -0.09958081, 1, 0, 30.18785
F:\Training_Data\IMG\center_2021_01_07_23_46_07_064.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_064.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_064.jpg, -0.2911452, 1, 0, 30.17102
F:\Training_Data\IMG\center_2021_01_07_23_46_07_165.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_165.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_165.jpg, 0, 1, 0, 30.18884
F:\Training_Data\IMG\center_2021_01_07_23_46_07_272.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_272.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_272.jpg, 0, 1, 0, 30.19006
F:\Training_Data\IMG\center_2021_01_07_23_46_07_378.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_378.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_378.jpg, 0, 1, 0, 30.1902
F:\Training_Data\IMG\center_2021_01_07_23_46_07_480.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_480.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_480.jpg, 0, 1, 0, 30.19049
F:\Training_Data\IMG\center_2021_01_07_23_46_07_590.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_590.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_590.jpg, 0, 1, 0, 30.19043
F:\Training_Data\IMG\center_2021_01_07_23_46_07_691.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_691.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_691.jpg, 0, 1, 0, 30.1909
F:\Training_Data\IMG\center_2021_01_07_23_46_07_796.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_796.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_796.jpg, 0, 1, 0, 30.19095
F:\Training_Data\IMG\center_2021_01_07_23_46_07_897.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_897.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_897.jpg, 0, 1, 0, 30.19024
F:\Training_Data\IMG\center_2021_01_07_23_46_07_997.jpg, F:\Training_Data\IMG\left_2021_01_07_23_46_07_997.jpg, F:\Training_Data\IMG\right_2021_01_07_23_46_07_997.jpg, 0, 1, 0, 30.19062
